id,existing_score,open_to_buy,months_since_first_loan_issued,existing_credit_card_utilization,n_months_mortgage_loan_paid
689,672.0,5152.0,64.0,27.0,11.0
690,715.0,43051.0,158.0,68.0,14.0
691,657.0,15995.0,205.0,100.0,10.0
692,705.0,24553.0,172.0,1.0,14.0
693,494.0,12290.0,30.0,9.0,12.0
694,495.0,4492.0,122.0,20.0,13.0
695,691.0,3516.0,70.0,34.0,9.0
696,587.0,11238.0,131.0,67.0,11.0
697,696.0,7673.0,68.0,0.0,5.0
698,683.0,6328.0,162.0,10.0,12.0
699,322.0,252.0,133.0,91.0,10.0
700,515.0,1138.0,44.0,,0.0
701,622.0,6776.0,163.0,33.0,10.0
702,297.0,,,,
703,667.0,425.0,,,9.0
704,450.0,3642.0,162.0,107.0,9.0
705,721.0,11185.0,101.0,50.0,11.0
706,675.0,161.0,,,1.0
707,338.0,,,,
708,445.0,624.0,50.0,107.0,11.0
709,561.0,35379.0,71.0,2.0,13.0
710,413.0,576.0,6.0,56.0,3.0
711,620.0,0.0,209.0,102.0,14.0
712,425.0,745.0,67.0,84.0,8.0
713,355.0,,,,
714,461.0,8596.0,78.0,100.0,11.0
715,302.0,,,,
716,615.0,944.0,34.0,88.0,12.0
717,378.0,558.0,66.0,76.0,7.0
718,459.0,12107.0,96.0,0.0,3.0
719,591.0,4750.0,86.0,66.0,9.0
720,499.0,,,,
721,537.0,3124.0,89.0,51.0,14.0
722,359.0,,,,
723,632.0,25134.0,51.0,17.0,9.0
724,331.0,2716.0,191.0,94.0,5.0
725,351.0,417.0,49.0,100.0,11.0
726,524.0,,,,
727,411.0,,,,10.0
728,652.0,6230.0,88.0,51.0,9.0
729,494.0,3281.0,27.0,16.0,11.0
730,495.0,568.0,62.0,,2.0
731,187.0,,63.0,,2.0
732,218.0,56.0,,,1.0
733,631.0,922.0,98.0,,11.0
734,553.0,,,,
735,520.0,2029.0,35.0,,10.0
736,624.0,4661.0,162.0,,11.0
737,677.0,37237.0,249.0,,
738,272.0,,,,
739,436.0,,,,
740,397.0,1136.0,161.0,95.0,13.0
741,459.0,2746.0,44.0,9.0,9.0
742,340.0,,,,
743,541.0,10480.0,305.0,23.0,14.0
744,417.0,6804.0,20.0,19.0,14.0
745,294.0,732.0,24.0,85.0,14.0
746,600.0,7366.0,114.0,44.0,10.0
747,593.0,3310.0,39.0,18.0,12.0
748,724.0,19673.0,87.0,2.0,9.0
749,483.0,15366.0,285.0,36.0,14.0
750,569.0,4758.0,85.0,91.0,12.0
751,522.0,3158.0,15.0,52.0,7.0
752,636.0,15087.0,168.0,,10.0
753,508.0,110.0,,,0.0
754,317.0,2571.0,0.0,,0.0
755,628.0,1960.0,,,12.0
756,267.0,518.0,33.0,89.0,9.0
757,401.0,490.0,77.0,96.0,13.0
758,233.0,0.0,,,
759,278.0,96.0,65.0,74.0,9.0
760,334.0,84.0,,,8.0
761,309.0,6786.0,110.0,100.0,14.0
762,581.0,492.0,,,7.0
763,458.0,198.0,6.0,99.0,1.0
764,407.0,,,,
765,558.0,2595.0,38.0,16.0,11.0
766,590.0,5197.0,33.0,23.0,14.0
767,308.0,88.0,17.0,82.0,2.0
768,395.0,922.0,13.0,16.0,12.0
769,346.0,1097.0,,,13.0
770,322.0,576.0,44.0,62.0,11.0
771,523.0,11231.0,171.0,95.0,11.0
772,527.0,243.0,,,0.0
773,706.0,4083.0,105.0,26.0,11.0
774,521.0,12261.0,51.0,89.0,13.0
775,313.0,566.0,227.0,,13.0
776,302.0,219.0,4.0,0.0,0.0
777,612.0,1161.0,,,9.0
778,365.0,1001.0,55.0,35.0,9.0
779,570.0,12553.0,112.0,,11.0
780,366.0,1396.0,15.0,26.0,9.0
781,417.0,628.0,44.0,99.0,9.0
782,685.0,31222.0,240.0,0.0,10.0
783,407.0,8287.0,77.0,97.0,9.0
784,268.0,1006.0,42.0,55.0,8.0
785,756.0,13040.0,176.0,10.0,11.0
786,662.0,10753.0,97.0,78.0,9.0
787,307.0,1810.0,,,3.0
788,743.0,20386.0,71.0,0.0,10.0
789,214.0,,39.0,,10.0
790,446.0,3663.0,48.0,56.0,9.0
791,413.0,2812.0,86.0,81.0,12.0
792,668.0,6709.0,27.0,13.0,7.0
793,382.0,,,,1.0
794,610.0,9117.0,75.0,0.0,4.0
795,543.0,13258.0,112.0,90.0,13.0
796,425.0,,77.0,,3.0
797,484.0,421.0,,,0.0
798,448.0,,,,
799,290.0,299.0,75.0,78.0,9.0
800,562.0,8679.0,133.0,75.0,14.0
801,706.0,12841.0,204.0,28.0,7.0
802,584.0,3989.0,114.0,94.0,5.0
803,513.0,1192.0,59.0,52.0,13.0
804,703.0,8600.0,145.0,0.0,9.0
805,462.0,,,,13.0
806,307.0,677.0,40.0,22.0,11.0
807,452.0,844.0,58.0,94.0,13.0
808,593.0,8933.0,111.0,1.0,13.0
809,379.0,180.0,14.0,15.0,6.0
810,318.0,237.0,64.0,94.0,9.0
811,293.0,446.0,,,11.0
812,555.0,1956.0,59.0,,10.0
813,654.0,21380.0,83.0,69.0,13.0
814,276.0,1297.0,,,9.0
815,497.0,3917.0,161.0,,9.0
816,726.0,16199.0,107.0,0.0,13.0
817,463.0,1555.0,12.0,47.0,9.0
818,387.0,,,,9.0
819,319.0,,105.0,,4.0
820,413.0,819.0,108.0,92.0,11.0
821,674.0,71712.0,251.0,23.0,10.0
822,187.0,765.0,,,0.0
823,309.0,28.0,69.0,,12.0
824,522.0,7116.0,103.0,87.0,10.0
825,270.0,,,,
826,724.0,7886.0,139.0,8.0,8.0
827,347.0,,,,13.0
828,761.0,17560.0,196.0,28.0,12.0
829,404.0,3060.0,23.0,81.0,10.0
830,318.0,148.0,14.0,23.0,6.0
831,464.0,,34.0,,
832,335.0,8.0,37.0,81.0,9.0
833,537.0,12076.0,143.0,85.0,14.0
834,267.0,1045.0,0.0,58.0,2.0
835,720.0,8795.0,77.0,2.0,13.0
836,705.0,22705.0,83.0,0.0,13.0
837,633.0,23612.0,59.0,91.0,10.0
838,690.0,14378.0,69.0,63.0,10.0
839,477.0,0.0,,,0.0
840,676.0,11786.0,105.0,92.0,9.0
841,562.0,4033.0,112.0,89.0,9.0
842,280.0,414.0,53.0,,7.0
843,586.0,48383.0,240.0,0.0,7.0
844,330.0,83.0,23.0,85.0,9.0
845,270.0,260.0,47.0,95.0,9.0
846,411.0,5987.0,76.0,31.0,12.0
847,580.0,558.0,43.0,32.0,6.0
848,216.0,57.0,71.0,,7.0
849,353.0,6259.0,158.0,92.0,9.0
850,492.0,5566.0,86.0,10.0,6.0
851,415.0,4696.0,53.0,28.0,11.0
852,624.0,36043.0,169.0,0.0,8.0
853,602.0,22141.0,200.0,1.0,14.0
854,664.0,39144.0,202.0,20.0,9.0
855,224.0,579.0,12.0,0.0,11.0
856,503.0,4457.0,31.0,98.0,9.0
857,557.0,569.0,,,1.0
858,241.0,1937.0,,,0.0
859,670.0,14705.0,103.0,35.0,14.0
860,236.0,,,,
861,473.0,946.0,28.0,,9.0
862,485.0,1477.0,52.0,103.0,9.0
863,375.0,7.0,,,0.0
864,352.0,1184.0,21.0,90.0,14.0
865,497.0,1141.0,10.0,3.0,6.0
866,589.0,9723.0,99.0,10.0,9.0
867,280.0,88.0,187.0,118.0,10.0
868,554.0,5252.0,239.0,60.0,14.0
869,530.0,2281.0,25.0,75.0,9.0
870,363.0,779.0,109.0,94.0,2.0
871,391.0,,,,1.0
872,541.0,14074.0,130.0,0.0,9.0
873,476.0,427.0,16.0,86.0,7.0
874,414.0,,,,
875,421.0,6261.0,55.0,11.0,9.0
876,240.0,0.0,50.0,73.0,8.0
877,485.0,674.0,,,9.0
878,582.0,26763.0,333.0,19.0,10.0
879,699.0,3002.0,29.0,8.0,12.0
880,264.0,570.0,0.0,,11.0
881,538.0,10310.0,146.0,101.0,12.0
882,658.0,14021.0,89.0,0.0,12.0
883,577.0,2654.0,179.0,97.0,10.0
884,527.0,1320.0,28.0,41.0,5.0
885,375.0,108.0,3.0,91.0,5.0
886,247.0,1702.0,18.0,,11.0
887,511.0,1289.0,38.0,41.0,13.0
888,445.0,3957.0,6.0,8.0,12.0
889,725.0,18414.0,121.0,58.0,9.0
890,541.0,1695.0,24.0,69.0,4.0
891,333.0,266.0,38.0,84.0,10.0
892,643.0,15742.0,235.0,13.0,9.0
893,511.0,1561.0,63.0,,13.0
894,652.0,26196.0,161.0,47.0,14.0
895,323.0,,,,
896,480.0,,,,
897,576.0,39914.0,138.0,0.0,9.0
898,547.0,,,,
899,428.0,,,,
900,680.0,8957.0,186.0,9.0,11.0
901,625.0,3075.0,60.0,0.0,1.0
902,369.0,210.0,67.0,,5.0
903,332.0,445.0,101.0,95.0,11.0
904,706.0,23943.0,183.0,0.0,12.0
905,413.0,798.0,104.0,100.0,13.0
906,359.0,2439.0,43.0,59.0,10.0
907,380.0,270.0,,,11.0
908,405.0,,,,
909,723.0,38291.0,294.0,76.0,12.0
910,575.0,18454.0,319.0,,1.0
911,307.0,291.0,33.0,,10.0
912,487.0,2590.0,,,1.0
913,607.0,15594.0,122.0,78.0,13.0
914,605.0,34036.0,44.0,0.0,9.0
915,276.0,,,,
916,471.0,1774.0,,,2.0
917,387.0,807.0,106.0,,12.0
918,308.0,,,,
919,588.0,13074.0,44.0,42.0,14.0
920,635.0,3698.0,93.0,19.0,14.0
921,281.0,,,,
922,461.0,,,,
923,357.0,2158.0,25.0,4.0,11.0
924,173.0,0.0,5.0,94.0,2.0
925,671.0,7894.0,0.0,,4.0
926,388.0,1537.0,20.0,28.0,13.0
927,636.0,261.0,,,1.0
928,411.0,2798.0,120.0,84.0,11.0
929,587.0,3149.0,88.0,80.0,14.0
930,716.0,1910.0,232.0,,14.0
931,501.0,3150.0,29.0,0.0,11.0
932,347.0,917.0,66.0,,3.0
933,476.0,9317.0,72.0,21.0,11.0
934,426.0,586.0,14.0,102.0,7.0
935,633.0,10463.0,270.0,65.0,10.0
936,205.0,6.0,53.0,,1.0
937,390.0,2399.0,10.0,93.0,7.0
938,431.0,155.0,,,0.0
939,634.0,24545.0,353.0,59.0,9.0
940,525.0,7321.0,138.0,5.0,0.0
941,726.0,17709.0,112.0,21.0,10.0
942,741.0,42460.0,167.0,20.0,13.0
943,578.0,8505.0,204.0,91.0,13.0
944,663.0,10024.0,164.0,88.0,12.0
945,656.0,5902.0,201.0,8.0,5.0
946,729.0,27093.0,187.0,30.0,14.0
947,318.0,3358.0,84.0,84.0,9.0
948,455.0,3978.0,112.0,100.0,14.0
949,672.0,2990.0,143.0,44.0,10.0
950,418.0,2502.0,48.0,65.0,11.0
951,528.0,16107.0,52.0,8.0,9.0
952,483.0,1962.0,4.0,15.0,2.0
953,442.0,5949.0,24.0,7.0,11.0
954,479.0,295.0,,,0.0
955,422.0,,,,
956,269.0,5853.0,62.0,20.0,13.0
957,638.0,2713.0,293.0,57.0,4.0
958,644.0,1673.0,118.0,,1.0
959,325.0,1889.0,108.0,100.0,12.0
960,537.0,1035.0,139.0,0.0,10.0
961,579.0,3085.0,15.0,,0.0
962,363.0,1914.0,70.0,0.0,9.0
963,567.0,6904.0,453.0,,4.0
964,631.0,3300.0,77.0,13.0,10.0
965,674.0,9563.0,70.0,10.0,14.0
966,512.0,931.0,18.0,78.0,8.0
967,331.0,,,,
968,626.0,18150.0,195.0,102.0,13.0
969,620.0,5398.0,175.0,26.0,9.0
970,566.0,163.0,40.0,97.0,4.0
971,478.0,656.0,63.0,49.0,9.0
972,317.0,72.0,74.0,,13.0
973,317.0,0.0,4.0,92.0,12.0
974,606.0,8712.0,113.0,26.0,10.0
975,305.0,,,,
976,447.0,,,,
977,380.0,971.0,,,0.0
978,425.0,878.0,11.0,77.0,11.0
979,368.0,23075.0,17.0,12.0,7.0
980,651.0,3394.0,185.0,58.0,7.0
981,713.0,13572.0,96.0,27.0,12.0
982,432.0,1247.0,32.0,52.0,13.0
983,612.0,2226.0,152.0,53.0,12.0
984,480.0,695.0,295.0,89.0,13.0
985,740.0,9496.0,120.0,12.0,12.0
986,676.0,18767.0,194.0,0.0,13.0
987,664.0,303.0,117.0,,14.0
988,268.0,775.0,73.0,109.0,13.0
989,426.0,0.0,93.0,97.0,9.0
990,614.0,26392.0,193.0,11.0,12.0
991,266.0,466.0,7.0,74.0,14.0
992,308.0,774.0,,,12.0
993,609.0,21601.0,203.0,0.0,12.0
994,369.0,340.0,13.0,94.0,9.0
995,477.0,2265.0,34.0,98.0,14.0
996,550.0,1503.0,,,6.0
997,354.0,948.0,0.0,31.0,0.0
998,514.0,2070.0,218.0,7.0,8.0
999,495.0,1756.0,193.0,33.0,9.0
1000,588.0,3416.0,103.0,37.0,12.0
1001,336.0,3797.0,,,9.0
1002,426.0,260.0,30.0,105.0,14.0
1003,321.0,544.0,51.0,63.0,9.0
1004,681.0,6181.0,99.0,4.0,8.0
1005,710.0,23025.0,82.0,0.0,11.0
1006,477.0,7769.0,158.0,65.0,14.0
1007,286.0,74.0,44.0,101.0,9.0
1008,735.0,12937.0,191.0,9.0,11.0
1009,291.0,109.0,53.0,94.0,14.0
1010,532.0,,,,12.0
1011,253.0,763.0,31.0,99.0,14.0
1012,586.0,8632.0,130.0,40.0,11.0
1013,593.0,1879.0,196.0,1.0,5.0
1014,450.0,15485.0,49.0,20.0,14.0
1015,469.0,2146.0,30.0,31.0,11.0
1016,365.0,,,,
1017,469.0,169.0,,,12.0
1018,611.0,,,,
1019,495.0,32599.0,120.0,24.0,11.0
1020,314.0,3630.0,29.0,27.0,12.0
1021,231.0,,51.0,,12.0
1022,619.0,2849.0,157.0,93.0,10.0
1023,370.0,359.0,75.0,6.0,7.0
1024,367.0,1436.0,30.0,42.0,10.0
1025,308.0,,79.0,,
1026,342.0,163.0,,,9.0
1027,546.0,2333.0,,,0.0
1028,345.0,292.0,55.0,92.0,12.0
1029,321.0,2780.0,84.0,,14.0
1030,405.0,,,,
1031,401.0,3560.0,66.0,51.0,14.0
1032,486.0,673.0,,,10.0
1033,616.0,,,,
1034,597.0,4904.0,28.0,55.0,10.0
1035,770.0,30921.0,148.0,48.0,14.0
1036,216.0,,,,7.0
1037,295.0,,47.0,,11.0
1038,313.0,64.0,29.0,80.0,14.0
1039,467.0,11412.0,101.0,71.0,13.0
1040,404.0,4594.0,84.0,105.0,12.0
1041,473.0,1348.0,50.0,,5.0
1042,722.0,10507.0,227.0,31.0,12.0
1043,317.0,523.0,20.0,83.0,10.0
1044,502.0,6507.0,135.0,37.0,11.0
1045,452.0,185.0,,,9.0
1046,393.0,1553.0,34.0,84.0,10.0
1047,426.0,391.0,35.0,95.0,14.0
1048,474.0,996.0,46.0,,12.0
1049,364.0,,,,
1050,271.0,,75.0,,14.0
1051,412.0,1478.0,,,4.0
1052,350.0,2688.0,21.0,65.0,10.0
1053,421.0,1538.0,111.0,78.0,9.0
1054,602.0,12578.0,57.0,69.0,14.0
1055,427.0,1164.0,11.0,5.0,1.0
1056,634.0,13984.0,255.0,10.0,13.0
1057,623.0,4158.0,,,13.0
1058,380.0,,,,
1059,335.0,309.0,8.0,89.0,11.0
1060,552.0,1846.0,211.0,,0.0
1061,297.0,48.0,68.0,51.0,6.0
1062,563.0,4916.0,75.0,,2.0
1063,364.0,0.0,84.0,,8.0
1064,523.0,26233.0,110.0,15.0,13.0
1065,502.0,2314.0,138.0,83.0,14.0
1066,705.0,21796.0,209.0,0.0,10.0
1067,568.0,1431.0,193.0,,10.0
1068,662.0,18816.0,190.0,44.0,11.0
1069,336.0,,,,
1070,181.0,,37.0,,0.0
1071,475.0,822.0,,,3.0
1072,652.0,3645.0,30.0,0.0,9.0
1073,288.0,246.0,23.0,5.0,7.0
1074,357.0,4664.0,75.0,86.0,13.0
1075,392.0,9714.0,,,7.0
1076,279.0,210.0,119.0,91.0,11.0
1077,421.0,,,,12.0
1078,447.0,21610.0,114.0,67.0,12.0
1079,731.0,17061.0,226.0,8.0,9.0
1080,284.0,,75.0,,0.0
1081,493.0,5827.0,37.0,62.0,12.0
1082,596.0,18228.0,85.0,25.0,9.0
1083,238.0,,71.0,,0.0
1084,294.0,,38.0,,12.0
1085,380.0,365.0,21.0,105.0,9.0
1086,514.0,4810.0,68.0,16.0,12.0
1087,542.0,3018.0,50.0,42.0,12.0
1088,317.0,220.0,90.0,91.0,6.0
1089,507.0,5702.0,6.0,0.0,13.0
1090,468.0,2468.0,50.0,100.0,10.0
1091,561.0,6039.0,38.0,0.0,9.0
1092,563.0,268.0,80.0,0.0,12.0
1093,588.0,1506.0,28.0,0.0,13.0
1094,472.0,6585.0,180.0,55.0,10.0
1095,284.0,1172.0,,,10.0
1096,497.0,4034.0,30.0,,9.0
1097,332.0,561.0,,,14.0
1098,367.0,599.0,,,12.0
1099,492.0,1021.0,38.0,7.0,8.0
1100,462.0,20463.0,118.0,105.0,10.0
1101,317.0,,,,
1102,334.0,654.0,100.0,,8.0
1103,441.0,97.0,21.0,93.0,13.0
1104,676.0,44564.0,409.0,8.0,13.0
1105,693.0,43641.0,52.0,5.0,12.0
1106,415.0,6249.0,150.0,62.0,11.0
1107,270.0,,,,11.0
1108,535.0,2392.0,11.0,4.0,5.0
1109,413.0,528.0,118.0,92.0,9.0
1110,659.0,10918.0,120.0,44.0,13.0
1111,731.0,14984.0,162.0,4.0,4.0
1112,297.0,656.0,11.0,96.0,8.0
1113,241.0,226.0,109.0,94.0,10.0
1114,419.0,865.0,58.0,26.0,5.0
1115,669.0,1971.0,44.0,1.0,7.0
1116,374.0,3824.0,72.0,3.0,12.0
1117,300.0,154.0,75.0,92.0,14.0
1118,405.0,9380.0,67.0,0.0,10.0
1119,265.0,,,,
1120,703.0,5638.0,103.0,86.0,12.0
1121,753.0,19905.0,154.0,4.0,9.0
1122,230.0,,,,
1123,303.0,659.0,44.0,97.0,10.0
1124,352.0,,,,
1125,331.0,118.0,79.0,97.0,10.0
1126,633.0,,,,
1127,360.0,391.0,19.0,84.0,13.0
1128,495.0,2209.0,5.0,17.0,12.0
1129,526.0,3761.0,102.0,97.0,11.0
1130,407.0,1482.0,,,11.0
1131,209.0,598.0,,,1.0
1132,573.0,13321.0,206.0,0.0,14.0
1133,707.0,5912.0,,,2.0
1134,373.0,482.0,108.0,0.0,11.0
1135,280.0,746.0,62.0,0.0,5.0
1136,333.0,16226.0,67.0,23.0,9.0
1137,302.0,,48.0,,9.0
1138,528.0,1275.0,85.0,64.0,11.0
1139,655.0,23481.0,121.0,67.0,14.0
1140,308.0,217.0,,,14.0
1141,319.0,734.0,36.0,,9.0
1142,278.0,,,,
1143,717.0,8474.0,185.0,7.0,14.0
1144,341.0,1400.0,,,1.0
1145,248.0,588.0,28.0,88.0,12.0
1146,676.0,4541.0,80.0,17.0,14.0
1147,562.0,20873.0,250.0,5.0,13.0
1148,568.0,2182.0,,,6.0
1149,339.0,2169.0,76.0,0.0,10.0
1150,379.0,1091.0,65.0,84.0,9.0
1151,721.0,15280.0,214.0,31.0,14.0
1152,476.0,1435.0,20.0,92.0,10.0
1153,322.0,541.0,29.0,,4.0
1154,310.0,,68.0,,5.0
1155,375.0,1136.0,,,9.0
1156,310.0,817.0,,,2.0
1157,533.0,15431.0,384.0,15.0,9.0
1158,699.0,6673.0,6.0,8.0,9.0
1159,436.0,306.0,206.0,104.0,13.0
1160,774.0,37646.0,368.0,0.0,12.0
1161,558.0,10032.0,29.0,45.0,11.0
1162,432.0,0.0,,,7.0
1163,395.0,,,,
1164,714.0,7845.0,144.0,7.0,9.0
1165,517.0,36023.0,292.0,37.0,9.0
1166,632.0,6849.0,51.0,80.0,13.0
1167,390.0,7571.0,,,8.0
1168,434.0,681.0,61.0,104.0,9.0
1169,583.0,2514.0,89.0,4.0,0.0
1170,570.0,1276.0,200.0,97.0,11.0
1171,239.0,277.0,57.0,0.0,6.0
1172,717.0,16837.0,152.0,0.0,14.0
1173,523.0,,,,
1174,504.0,8632.0,63.0,24.0,12.0
1175,709.0,46346.0,227.0,5.0,13.0
1176,260.0,1241.0,259.0,78.0,5.0
1177,552.0,13608.0,154.0,63.0,11.0
1178,470.0,5893.0,71.0,83.0,9.0
1179,692.0,73641.0,205.0,0.0,13.0
1180,498.0,1546.0,60.0,0.0,3.0
1181,332.0,954.0,89.0,76.0,9.0
1182,284.0,1034.0,19.0,42.0,10.0
1183,678.0,18704.0,99.0,0.0,4.0
1184,250.0,,90.0,,11.0
1185,346.0,1874.0,2.0,,6.0
1186,360.0,,,,
1187,402.0,602.0,29.0,87.0,14.0
1188,247.0,,99.0,,4.0
1189,368.0,,173.0,,
1190,305.0,1074.0,64.0,106.0,10.0
1191,478.0,5728.0,41.0,51.0,9.0
1192,233.0,,90.0,,0.0
1193,323.0,2226.0,17.0,44.0,8.0
1194,532.0,158.0,11.0,88.0,12.0
1195,379.0,,,,
1196,322.0,3997.0,52.0,0.0,10.0
1197,506.0,3342.0,141.0,89.0,14.0
1198,408.0,1017.0,19.0,5.0,11.0
1199,447.0,6999.0,88.0,83.0,10.0
1200,669.0,36376.0,246.0,14.0,12.0
1201,633.0,437.0,124.0,,9.0
1202,299.0,1298.0,128.0,93.0,0.0
1203,560.0,3522.0,142.0,15.0,1.0
1204,588.0,2954.0,26.0,2.0,11.0
1205,638.0,2944.0,134.0,9.0,12.0
1206,459.0,,,,
1207,479.0,8716.0,67.0,62.0,10.0
1208,241.0,598.0,3.0,,0.0
1209,371.0,,,,
1210,312.0,689.0,45.0,87.0,11.0
1211,331.0,1050.0,13.0,94.0,5.0
1212,524.0,,86.0,,
1213,528.0,,,,13.0
1214,534.0,,26.0,,1.0
1215,598.0,,,,10.0
1216,555.0,2998.0,97.0,,2.0
1217,319.0,,,,
1218,557.0,8706.0,226.0,41.0,13.0
1219,228.0,,,,10.0
1220,450.0,2663.0,231.0,97.0,11.0
1221,247.0,100.0,36.0,,11.0
1222,254.0,370.0,75.0,98.0,12.0
1223,227.0,,114.0,,11.0
1224,739.0,39876.0,68.0,0.0,9.0
1225,404.0,,,,
1226,234.0,,,,11.0
1227,638.0,4868.0,22.0,40.0,11.0
1228,497.0,6195.0,95.0,81.0,14.0
1229,336.0,263.0,,,11.0
1230,441.0,3974.0,38.0,97.0,12.0
1231,290.0,172.0,35.0,90.0,11.0
1232,362.0,,,,8.0
1233,298.0,317.0,,,4.0
1234,279.0,,,,11.0
1235,592.0,13369.0,130.0,37.0,12.0
1236,694.0,10077.0,110.0,6.0,13.0
1237,211.0,236.0,102.0,100.0,11.0
1238,553.0,12591.0,96.0,52.0,10.0
1239,421.0,,,,
1240,304.0,869.0,210.0,4.0,7.0
1241,379.0,1399.0,54.0,83.0,11.0
1242,480.0,228.0,,,14.0
1243,400.0,2822.0,62.0,84.0,14.0
1244,497.0,1917.0,194.0,,13.0
1245,395.0,183.0,9.0,106.0,7.0
1246,510.0,3338.0,37.0,0.0,7.0
1247,284.0,1024.0,37.0,87.0,13.0
1248,517.0,20636.0,49.0,4.0,14.0
1249,718.0,4777.0,66.0,0.0,12.0
1250,447.0,,,,
1251,137.0,,44.0,,1.0
1252,576.0,6395.0,497.0,77.0,12.0
1253,300.0,,22.0,,4.0
1254,335.0,,,,
1255,720.0,31242.0,60.0,16.0,12.0
1256,560.0,9925.0,78.0,,12.0
1257,260.0,305.0,67.0,73.0,13.0
1258,309.0,1339.0,172.0,89.0,13.0
1259,339.0,509.0,31.0,42.0,6.0
1260,352.0,9838.0,201.0,30.0,4.0
1261,447.0,1352.0,6.0,16.0,3.0
1262,375.0,3830.0,59.0,0.0,1.0
1263,347.0,2473.0,87.0,93.0,12.0
1264,279.0,793.0,17.0,88.0,9.0
1265,618.0,33766.0,157.0,14.0,13.0
1266,502.0,5095.0,62.0,23.0,13.0
1267,580.0,4309.0,37.0,,1.0
1268,598.0,15726.0,95.0,35.0,13.0
1269,426.0,1030.0,239.0,69.0,13.0
1270,654.0,4987.0,124.0,4.0,3.0
1271,482.0,10529.0,246.0,40.0,10.0
1272,549.0,3185.0,72.0,11.0,10.0
1273,534.0,1407.0,93.0,50.0,9.0
1274,669.0,67.0,130.0,,11.0
1275,353.0,192.0,,,9.0
1276,487.0,17725.0,84.0,8.0,9.0
1277,575.0,752.0,31.0,55.0,7.0
1278,381.0,815.0,10.0,73.0,5.0
1279,494.0,12737.0,44.0,0.0,12.0
1280,332.0,,,,11.0
1281,371.0,124.0,18.0,90.0,12.0
1282,556.0,484.0,188.0,109.0,14.0
1283,328.0,355.0,80.0,85.0,10.0
1284,242.0,,,,
1285,496.0,,,,
1286,362.0,1165.0,3.0,,0.0
1287,340.0,599.0,,,12.0
1288,415.0,4071.0,300.0,,8.0
1289,453.0,5513.0,23.0,,10.0
1290,487.0,1026.0,,,1.0
1291,280.0,3206.0,86.0,6.0,9.0
1292,710.0,14161.0,151.0,45.0,6.0
1293,637.0,15829.0,76.0,70.0,13.0
1294,395.0,78.0,25.0,109.0,9.0
1295,659.0,16003.0,257.0,81.0,12.0
1296,374.0,,,,
1297,225.0,150.0,,,0.0
1298,683.0,11329.0,51.0,85.0,14.0
1299,325.0,502.0,36.0,91.0,9.0
1300,331.0,1135.0,146.0,,6.0
1301,260.0,,36.0,,10.0
1302,464.0,935.0,,,14.0
1303,372.0,1436.0,13.0,104.0,8.0
1304,269.0,265.0,62.0,,5.0
1305,287.0,3903.0,114.0,,0.0
1306,642.0,6264.0,50.0,28.0,7.0
1307,358.0,1271.0,77.0,,9.0
1308,543.0,112.0,112.0,91.0,13.0
1309,288.0,451.0,3.0,,13.0
1310,718.0,30218.0,136.0,34.0,11.0
1311,266.0,,,,7.0
1312,693.0,16840.0,264.0,55.0,9.0
1313,321.0,522.0,61.0,18.0,14.0
1314,371.0,481.0,22.0,78.0,9.0
1315,404.0,2154.0,12.0,,5.0
1316,508.0,,,,
1317,675.0,38214.0,289.0,11.0,9.0
1318,336.0,1502.0,,,0.0
1319,727.0,10295.0,71.0,26.0,11.0
1320,514.0,3292.0,308.0,106.0,11.0
1321,408.0,,,,
1322,634.0,38435.0,97.0,8.0,13.0
1323,284.0,627.0,48.0,,9.0
1324,285.0,1761.0,12.0,78.0,11.0
1325,526.0,2743.0,,,13.0
1326,692.0,29376.0,141.0,8.0,10.0
1327,629.0,7869.0,196.0,6.0,5.0
1328,635.0,42174.0,247.0,0.0,13.0
1329,398.0,192.0,130.0,96.0,9.0
1330,332.0,3.0,7.0,96.0,1.0
1331,496.0,2272.0,200.0,98.0,14.0
1332,209.0,267.0,47.0,,9.0
1333,636.0,9480.0,112.0,75.0,11.0
1334,604.0,1561.0,,,9.0
1335,499.0,1331.0,37.0,54.0,9.0
1336,310.0,78.0,39.0,88.0,4.0
1337,602.0,2981.0,,,13.0
1338,368.0,,,,
1339,644.0,5404.0,181.0,25.0,5.0
1340,690.0,20766.0,87.0,11.0,14.0
1341,565.0,7342.0,209.0,80.0,6.0
1342,598.0,18438.0,180.0,82.0,10.0
1343,465.0,1943.0,117.0,98.0,10.0
1344,398.0,1024.0,197.0,60.0,11.0
1345,639.0,15972.0,71.0,34.0,12.0
1346,333.0,,,,12.0
1347,561.0,2276.0,48.0,9.0,2.0
1348,378.0,,,,
1349,481.0,13614.0,231.0,23.0,13.0
1350,694.0,7521.0,114.0,12.0,7.0
1351,489.0,5890.0,86.0,73.0,13.0
1352,256.0,,51.0,,9.0
1353,319.0,0.0,88.0,,14.0
1354,206.0,583.0,,,0.0
1355,491.0,18519.0,270.0,0.0,14.0
1356,596.0,4369.0,63.0,34.0,9.0
1357,694.0,15396.0,44.0,0.0,12.0
1358,523.0,10314.0,216.0,37.0,11.0
1359,316.0,,,,
1360,367.0,556.0,89.0,14.0,13.0
1361,462.0,3220.0,36.0,89.0,10.0
1362,541.0,7281.0,46.0,20.0,14.0
1363,295.0,466.0,56.0,110.0,13.0
